symbol,company_name,market_cap,latest_volume,cycle,isPurePrediction,release_date,whenInTheDay,end_price(first_available_sell_point),did_end_price_date_calculation_succeed,prediction [%],factor_price_change_list,weight_distribution_list,confidence,actual_price_change [%],digression [%],signComparison(predict/actual),start_price,n_open_price,n_close_price,n_high_price,n_low_price,n+1_open_price,n+1_close_price,n+1_high_price,n+1_low_price,n+2_close_price,n+2_high_price,n+2_low_price,n+3_close_price,n+3_high_price,n+3_low_price,n+4_close_price,n+4_high_price,n+4_low_price,n+5_close_price,n+5_high_price,n+5_low_price,prediction 0 [%],factor_price_change_list_parsed,prediction_by_factor_1,prediction_by_factor_2,prediction_by_factor_3,prediction_by_factor_4,is_false_positive_factor_1,is_false_negative_factor_1,is_false_positive_factor_2,is_false_negative_factor_2,is_false_positive_factor_3,is_false_negative_factor_3,is_false_positive_factor_4,is_false_negative_factor_4,end_price,didWin,didWin_always_buy
EQT,EQT Corporation Common Stock,32619130740.0,12305926,5,False,2025-04-22,After market close,50.03,True,3.95,"[8.5, 5.0, 1.5, 1.5]","[0.26, 0.18, 0.22, 0.34]",0.75,4.93,-0.98,+/+,47.68,48.14,48.57,49.14,47.95,50.03,48.75,50.41,47.14,48.82,49.76,48.3,50.24,50.35,48.31,51.12,51.38,49.76,51.22,51.63,49.7,3.95,"[8.5, 5.0, 1.5, 1.5]",8.5,5.0,1.5,1.5,False,False,False,False,False,False,False,False,50.03,True,True
EXP,Eagle Materials Inc Common Stock,7974387518.0,245086,4,False,2025-01-29,Before market open,260.0,True,8.26,"[8.5, 4.5, 5.0, 12.5]","[0.27, 0.18, 0.23, 0.32]",0.85,0.64,7.62,+/+,258.35,260.0,253.76,264.91,253.75,254.34,259.47,262.16,254.2,256.74,259.68,255.46,253.83,259.2,250.92,253.33,255.88,252.5,255.36,256.57,253.72,8.26,"[8.5, 4.5, 5.0, 12.5]",8.5,4.5,5.0,12.5,False,False,False,False,False,False,False,False,260.0,True,True
EWBC,East West Bancorp Inc. Common Stock,13171953599.0,1683263,5,False,2025-04-22,After market close,88.0,True,5.31,"[10.0, 5.0, 0.5, 5.0]","[0.26, 0.18, 0.22, 0.34]",0.73,15.36,-10.05,+/+,76.28,77.02,79.21,79.53,77.02,88.0,84.44,91.54,83.87,85.97,86.39,83.11,85.26,85.89,84.49,86.23,87.1,85.1,86.31,87.06,84.27,5.31,"[10.0, 5.0, 0.5, 5.0]",10.0,5.0,0.5,5.0,False,False,False,False,False,False,False,False,88.0,True,True
EMN,Eastman Chemical Company Common Stock,9556636450.0,1887064,4,False,2025-01-30,After market close,100.93,True,2.2,"[5.0, 5.0, 1.0, -1.5]","[0.32, 0.18, 0.18, 0.32]",0.65,8.88,-6.68,+/+,92.7,92.55,92.67,92.67,90.75,100.93,99.65,101.44,97.35,100.79,102.22,96.54,101.79,102.93,101.54,101.79,102.84,100.83,101.26,102.41,100.41,2.2,"[5.0, 5.0, 1.0, -1.5]",5.0,5.0,1.0,-1.5,False,False,False,False,False,False,False,True,100.93,True,True
ETN,Eaton Corporation PLC Ordinary Shares,126033817000.0,3542369,4,False,2025-01-31,Before market open,322.02,True,7.2,"[10.0, 5.0, -5.0, 15.0]","[0.26, 0.19, 0.23, 0.32]",0.65,-1.55,8.75,+/-,327.1,322.02,326.44,330.55,314.4,317.34,315.41,322.1,311.12,314.7,319.6,313.01,315.25,316.76,311.3,315.85,323.68,312.77,313.05,322.64,311.97,7.2,"[10.0, 5.0, -5.0, 15.0]",10.0,5.0,-5.0,15.0,True,False,True,False,False,False,True,False,322.02,False,False
ECL,Ecolab Inc. Common Stock,72148291029.0,1975520,4,False,2025-02-11,Before market open,267.49,True,3.19,"[5.0, 4.5, -1.5, 4.0]","[0.26, 0.18, 0.21, 0.35]",0.65,8.76,-5.57,+/+,245.94,267.49,261.23,267.56,260.54,258.05,262.03,262.57,255.15,265.47,267.23,262.06,264.74,268.0,264.54,266.22,267.66,262.98,266.24,266.55,263.82,3.19,"[5.0, 4.5, -1.5, 4.0]",5.0,4.5,-1.5,4.0,False,False,False,False,False,True,False,False,267.49,True,True
EIX,Edison International Common Stock,21762232723.0,2615593,5,False,2025-04-29,After market close,58.0,True,8.66,"[8.0, 5.0, -1.5, 20.0]","[0.25, 0.2, 0.225, 0.3]",0.75,-0.6,9.26,+/-,58.35,58.0,58.73,58.96,57.96,58.0,53.51,58.45,52.82,54.56,55.22,53.66,54.88,55.75,54.21,54.93,55.37,54.55,54.83,55.45,54.51,8.66,"[8.0, 5.0, -1.5, 20.0]",8.0,5.0,-1.5,20.0,True,False,True,False,False,False,True,False,58.0,False,False
EW,Edwards Lifesciences Corporation Common Stock,43877680000.0,3789134,4,False,2025-02-11,After market close,74.0,True,6.69,"[8.5, 4.5, 1.0, 10.0]","[0.23, 0.18, 0.22, 0.37]",0.8,4.08,2.61,+/+,71.1,70.73,70.91,71.05,70.32,74.0,75.82,76.0,73.89,76.0,76.71,74.85,76.19,76.73,75.74,75.67,76.67,75.56,74.67,76.5,74.56,6.69,"[8.5, 4.5, 1.0, 10.0]",8.5,4.5,1.0,10.0,False,False,False,False,False,False,False,False,74.0,True,True
ELAN,Elanco Animal Health Incorporated Common Stock,6367008181.0,7583832,4,False,2025-02-25,Before market open,10.8,True,3.37,"[10.0, 3.5, -0.5, 0.78]","[0.26, 0.17, 0.21, 0.36]",0.6,-2.79,6.16,+/-,11.11,10.8,10.7,10.9,10.2,10.86,11.13,11.47,10.76,10.92,11.19,10.84,11.17,11.27,10.86,11.31,11.46,11.12,10.8,11.47,10.8,3.37,"[10.0, 3.5, -0.5, 0.78]",10.0,3.5,-0.5,0.78,True,False,True,False,False,False,True,False,10.8,False,False
ESTC,Elastic N.V. Ordinary Shares,9685332905.0,2246032,4,False,2025-02-27,After market close,113.0,True,5.84,"[12.5, 8.0, 0.5, 5.0]","[0.175, 0.2, 0.2375, 0.3875]",0.75,9.16,-3.32,+/+,103.52,107.0,101.28,107.99,101.02,113.0,116.36,117.49,111.13,107.15,116.0,106.6,107.95,109.7,103.8,109.63,109.92,106.15,99.35,106.57,99.24,5.84,"[12.5, 8.0, 0.5, 5.0]",12.5,8.0,0.5,5.0,False,False,False,False,False,False,False,False,113.0,True,True
EA,Electronic Arts Inc. Common Stock,38902388256.0,3736226,4,False,2025-02-04,After market close,127.04,True,3.96,"[5.0, 8.0, -2.0, 5.0]","[0.26, 0.19, 0.23, 0.32]",0.58,3.36,0.6,+/+,122.91,123.07,121.25,123.24,120.22,127.04,130.47,130.64,125.95,132.0,132.27,128.74,128.6,131.74,127.24,132.09,132.47,129.64,133.35,134.54,130.77,3.96,"[5.0, 8.0, -2.0, 5.0]",5.0,8.0,-2.0,5.0,False,False,False,False,False,True,False,False,127.04,True,True
ELV,Elevance Health Inc. Common Stock,94144688474.0,2028043,4,False,2025-01-23,Before market open,404.72,True,3.96,"[10.0, 10.0, -2.0, 0.0]","[0.26, 0.18, 0.22, 0.34]",0.62,3.58,0.38,+/+,390.73,404.72,401.36,410.0,389.31,397.16,400.96,402.95,394.83,411.24,415.49,404.26,405.4,412.37,401.83,400.3,406.22,399.71,399.32,400.3,393.25,3.96,"[10.0, 10.0, -2.0, 0.0]",10.0,10.0,-2.0,0.0,False,False,False,False,False,True,False,False,404.72,True,True
LLY,Eli Lilly and Company Common Stock,716080625826.0,9176065,5,False,2025-05-01,Before market open,844.0,True,8.62,"[8.5, 7.5, -1.5, 15.0]","[0.23, 0.19, 0.21, 0.37]",0.7,-6.11,14.73,+/-,898.95,844.0,794.1,850.93,792.07,825.12,823.62,831.53,807.59,821.46,829.64,812.03,775.12,818.42,770.35,776.72,784.34,772.26,751.45,769.98,739.08,8.62,"[8.5, 7.5, -1.5, 15.0]",8.5,7.5,-1.5,15.0,True,False,True,False,False,False,True,False,844.0,False,False
ERJ,Embraer S.A. Common Stock,8811963257.0,1207684,4,False,2025-02-27,Before market open,43.5,True,6.58,"[10.0, 3.5, 0.5, 10.0]","[0.26, 0.19, 0.23, 0.32]",0.8,1.42,5.16,+/+,42.89,43.5,47.5,48.4,43.47,46.74,47.65,47.7,46.54,49.95,52.0,48.31,49.88,50.43,48.3,52.88,52.92,49.99,51.85,53.19,51.45,6.58,"[10.0, 3.5, 0.5, 10.0]",10.0,3.5,0.5,10.0,False,False,False,False,False,False,False,False,43.5,True,True
EMR,Emerson Electric Company Common Stock,67168125000.0,4028434,4,False,2025-02-05,Before market open,127.03,True,3.54,"[8.5, -4.5, 1.0, 5.0]","[0.29, 0.18, 0.19, 0.34]",0.68,-0.52,4.06,+/-,127.69,127.03,124.76,127.05,122.37,126.08,127.48,128.0,125.02,124.37,128.24,123.79,126.75,126.8,124.85,126.91,127.08,125.5,124.5,125.62,123.9,3.54,"[8.5, -4.5, 1.0, 5.0]",8.5,-4.5,1.0,5.0,True,False,False,False,True,False,True,False,127.03,False,False
ENB,Enbridge Inc Common Stock,97076662799.0,7929620,4,False,2025-02-14,Before market open,45.1,True,2.1,"[5.0, 3.0, -1.0, 1.5]","[0.26, 0.18, 0.23, 0.33]",0.7,-0.77,2.87,+/-,45.45,45.1,43.07,45.35,43.06,43.1,42.75,43.24,41.98,42.31,42.87,42.04,41.98,42.31,41.76,41.78,42.15,41.53,41.54,42.07,41.46,2.1,"[5.0, 3.0, -1.0, 1.5]",5.0,3.0,-1.0,1.5,True,False,True,False,False,False,True,False,45.1,False,False
EHC,Encompass Health Corporation Common Stock,11786184440.0,687743,4,False,2025-02-06,After market close,102.36,True,6.05,"[8.0, 5.0, -1.0, 10.0]","[0.26, 0.18, 0.23, 0.33]",0.65,0.16,5.89,+/+,102.2,101.73,98.6,102.06,97.88,102.36,99.86,103.83,97.02,98.63,100.08,96.69,99.4,100.96,98.84,98.03,99.16,97.43,100.14,100.16,97.78,6.05,"[8.0, 5.0, -1.0, 10.0]",8.0,5.0,-1.0,10.0,False,False,False,False,False,True,False,False,102.36,True,True
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),878784941.0,15303792,4,False,2025-03-11,Before market open,3.8,True,5.4,"[10.0, 6.72, -0.25, 5.0]","[0.26, 0.18, 0.23, 0.33]",0.65,4.4,1.0,+/+,3.64,3.8,4.52,4.55,3.8,4.52,4.64,4.89,4.51,4.7,4.8,4.56,4.72,4.83,4.61,4.8,4.82,4.64,4.92,5.13,4.83,5.4,"[10.0, 6.72, -0.25, 5.0]",10.0,6.72,-0.25,5.0,False,False,False,False,False,True,False,False,3.8,True,True
ET,Energy Transfer LP Common Units ,59850210395.0,20417153,4,False,2025-02-11,After market close,19.33,True,5.59,"[5.0, 3.5, 0.5, 10.5]","[0.245, 0.18, 0.23, 0.345]",0.75,-3.78,9.37,+/-,20.09,20.1,19.81,20.1,19.8,19.33,19.65,19.99,19.26,19.82,19.91,19.55,19.99,20.09,19.74,20.3,20.45,20.07,20.12,20.51,20.05,5.59,"[5.0, 3.5, 0.5, 10.5]",5.0,3.5,0.5,10.5,True,False,True,False,True,False,True,False,19.33,False,False
ENPH,Enphase Energy Inc. Common Stock,6290064443.0,14879522,4,False,2025-02-04,After market close,68.5,True,7.41,"[10.5, 8.5, -1.5, 10.0]","[0.22, 0.19, 0.21, 0.38]",0.66,7.18,0.23,+/+,63.91,65.33,66.25,67.49,64.8,68.5,65.27,69.4,64.02,66.51,68.77,64.74,63.53,66.44,62.32,63.05,64.25,61.7,62.58,65.42,62.32,7.41,"[10.5, 8.5, -1.5, 10.0]",10.5,8.5,-1.5,10.0,False,False,False,False,False,True,False,False,68.5,True,True
ENTG,Entegris Inc. Common Stock,12473846000.0,7413513,4,False,2025-02-06,Before market open,102.44,True,7.31,"[15.0, 5.0, -2.0, 10.0]","[0.195, 0.17, 0.235, 0.4]",0.65,-1.41,8.72,+/-,103.9,102.44,109.53,110.46,101.37,109.56,106.52,110.35,106.35,106.73,108.92,105.6,105.74,107.84,104.64,107.77,107.86,104.37,108.85,109.28,107.01,7.31,"[15.0, 5.0, -2.0, 10.0]",15.0,5.0,-2.0,10.0,True,False,True,False,False,False,True,False,102.44,False,False
EPD,Enterprise Products Partners L.P. Common Stock,68103542739.0,4783749,4,False,2025-02-04,Before market open,32.04,True,2.37,"[5.0, 3.5, 1.5, 0.3]","[0.26, 0.18, 0.23, 0.33]",0.8,-3.29,5.66,+/-,33.13,32.04,32.99,33.42,31.55,32.94,33.04,33.45,32.87,32.87,33.25,32.69,32.93,33.15,32.63,33.12,33.43,32.99,33.21,33.31,32.83,2.37,"[5.0, 3.5, 1.5, 0.3]",5.0,3.5,1.5,0.3,True,False,True,False,True,False,True,False,32.04,False,False
EFX,Equifax Inc. Common Stock,34324888961.0,750396,4,False,2025-02-06,Before market open,254.83,True,-1.31,"[-5.0, 3.5, -0.5, -1.5]","[0.29, 0.2, 0.2, 0.31]",0.4,-5.7,4.39,-/-,270.23,254.83,247.48,260.05,245.66,249.18,248.28,250.06,245.26,252.9,254.28,245.77,253.0,253.22,248.66,254.36,255.4,247.56,250.87,257.25,249.92,-1.31,"[-5.0, 3.5, -0.5, -1.5]",-5.0,3.5,-0.5,-1.5,False,False,True,False,False,False,False,False,254.83,True,False
EQIX,Equinix Inc. Common Stock REIT,85148497096.0,507214,4,False,2025-02-12,After market close,899.0,True,3.26,"[5.0, 4.5, -2.0, 5.0]","[0.215, 0.19, 0.235, 0.36]",0.7,-4.73,7.99,+/-,943.64,923.47,935.2,941.93,923.47,899.0,923.0,924.62,890.0,933.6,953.41,921.34,931.9,939.16,907.34,939.08,939.72,924.65,940.25,940.8,927.03,3.26,"[5.0, 4.5, -2.0, 5.0]",5.0,4.5,-2.0,5.0,True,False,True,False,False,False,True,False,899.0,False,False
EQNR,Equinor ASA,68052782958.0,4537214,5,False,2025-04-30,Before market open,22.85,True,3.52,"[5.0, 2.5, 0.5, 5.0]","[0.26, 0.18, 0.23, 0.33]",0.76,-1.0,4.52,+/-,23.08,22.85,22.29,23.03,22.14,22.15,22.32,22.5,21.96,23.25,23.3,22.78,23.09,23.24,23.02,23.27,23.63,23.25,22.89,23.06,22.76,3.52,"[5.0, 2.5, 0.5, 5.0]",5.0,2.5,0.5,5.0,True,False,True,False,True,False,True,False,22.85,False,False
EQH,Equitable Holdings Inc. Common Stock,16392108221.0,1392231,4,False,2025-02-05,After market close,52.14,True,5.04,"[8.0, 5.0, 1.5, 5.0]","[0.26, 0.18, 0.21, 0.35]",0.72,-2.08,7.12,+/-,53.25,53.25,53.5,53.67,52.92,52.14,52.26,53.63,51.36,53.65,53.92,52.25,53.69,54.26,52.74,53.73,54.04,52.63,53.65,53.99,53.3,5.04,"[8.0, 5.0, 1.5, 5.0]",8.0,5.0,1.5,5.0,True,False,True,False,True,False,True,False,52.14,False,False
ELS,Equity Lifestyle Properties Inc. Common Stock,12157740623.0,1313402,4,False,2025-01-27,After market close,68.75,True,-3.46,"[-5.0, -4.5, -1.5, -2.0]","[0.355, 0.2, 0.2, 0.245]",0.65,2.26,-5.72,-/+,67.23,68.0,69.32,69.99,67.69,68.75,66.61,69.19,66.46,65.26,67.25,64.8,65.16,66.21,64.73,65.45,66.4,64.97,65.29,65.93,64.22,-3.46,"[-5.0, -4.5, -1.5, -2.0]",-5.0,-4.5,-1.5,-2.0,False,True,False,True,False,True,False,True,68.75,False,True
EQR,Equity Residential Common Shares of Beneficial Interest,26938006203.0,1557076,4,False,2025-02-03,After market close,70.5,True,1.9,"[5.0, 3.0, -0.5, 0.0]","[0.29, 0.19, 0.235, 0.285]",0.5,-0.18,2.08,+/-,70.63,70.09,70.33,70.66,69.09,70.5,70.62,71.39,69.11,71.93,72.3,70.72,72.12,72.57,71.71,71.33,72.44,70.96,70.91,71.22,69.97,1.9,"[5.0, 3.0, -0.5, 0.0]",5.0,3.0,-0.5,0.0,True,False,True,False,False,False,False,False,70.5,False,False
ERIC,Ericsson American Depositary Shares,28125314574.0,23564460,5,False,2025-04-15,Before market open,7.96,True,2.39,"[6.0, -5.0, 0.2, 5.0]","[0.275, 0.185, 0.215, 0.325]",0.55,6.85,-4.46,+/+,7.45,7.96,8.07,8.13,7.93,7.98,7.94,8.1,7.88,8.17,8.26,8.01,8.15,8.29,8.06,8.43,8.45,8.31,8.31,8.39,8.24,2.39,"[6.0, -5.0, 0.2, 5.0]",6.0,-5.0,0.2,5.0,False,False,False,True,False,False,False,False,7.96,True,True
ESNT,Essent Group Ltd. Common Shares,6047588203.0,571320,4,False,2025-02-14,Before market open,56.83,True,2.09,"[5.0, 5.0, 0.5, -1.0]","[0.29, 0.18, 0.18, 0.35]",0.6,-1.86,3.95,+/-,57.91,56.83,56.41,58.58,56.27,56.26,56.31,57.17,56.0,55.84,56.33,55.22,56.09,56.3,55.59,56.17,56.8,56.1,56.42,56.98,56.4,2.09,"[5.0, 5.0, 0.5, -1.0]",5.0,5.0,0.5,-1.0,True,False,True,False,True,False,False,False,56.83,False,False
ESS,Essex Property Trust Inc. Common Stock,18433476175.0,238942,4,False,2025-02-04,After market close,283.0,True,3.76,"[5.0, 3.0, -1.5, 7.5]","[0.25, 0.2, 0.225, 0.3]",0.65,-0.49,4.25,+/-,284.39,284.02,287.14,287.96,281.11,283.0,295.79,297.26,282.87,298.07,300.34,295.5,292.14,299.66,291.55,291.21,292.7,286.82,291.59,291.62,287.71,3.76,"[5.0, 3.0, -1.5, 7.5]",5.0,3.0,-1.5,7.5,True,False,True,False,False,False,True,False,283.0,False,False
EL,Estee Lauder Companies Inc. (The) Common Stock,23513389413.0,5516551,5,False,2025-05-01,Before market open,59.15,True,3.34,"[5.0, 7.5, 1.0, 0.15]","[0.32, 0.2, 0.2, 0.28]",0.5,-1.35,4.69,+/-,59.96,59.15,58.89,59.91,57.73,60.04,59.39,60.75,57.28,57.7,59.92,57.5,58.53,58.92,56.66,59.26,59.55,57.91,61.24,62.16,59.26,3.34,"[5.0, 7.5, 1.0, 0.15]",5.0,7.5,1.0,0.15,True,False,True,False,True,False,True,False,59.15,False,False
ETSY,Etsy Inc. Common Stock,4962792563.0,6455581,4,False,2025-02-19,Before market open,54.0,True,4.95,"[7.0, 5.5, 2.0, 5.0]","[0.245, 0.18, 0.21, 0.365]",0.75,-5.74,10.69,+/-,57.29,54.0,51.53,54.25,50.75,51.45,51.4,53.41,50.51,51.26,52.34,49.88,53.24,53.59,50.41,53.13,53.72,51.59,51.7,53.9,51.67,4.95,"[7.0, 5.5, 2.0, 5.0]",7.0,5.5,2.0,5.0,True,False,True,False,True,False,True,False,54.0,False,False
EEFT,Euronet Worldwide Inc. Common Stock,4814017370.0,444694,4,False,2025-02-12,After market close,104.0,True,3.61,"[5.0, 5.6, -1.5, 5.0]","[0.26, 0.18, 0.23, 0.33]",0.67,8.51,-4.9,+/+,95.84,95.08,94.42,95.48,94.2,104.0,103.91,108.93,102.03,104.64,105.21,101.07,109.88,110.0,104.96,108.59,110.83,107.86,106.04,108.89,105.91,3.61,"[5.0, 5.6, -1.5, 5.0]",5.0,5.6,-1.5,5.0,False,False,False,False,False,True,False,False,104.0,True,True
EVR,Evercore Inc. Class A Common Stock,9007642763.0,1029465,4,False,2025-02-05,Before market open,297.63,True,4.44,"[15.0, 5.5, -2.0, 0.15]","[0.25, 0.2, 0.225, 0.3]",0.6,5.23,-0.79,+/+,282.85,297.63,285.06,297.63,280.57,287.99,285.37,289.73,283.05,275.51,282.82,274.83,272.19,276.29,268.84,265.57,270.02,262.17,265.53,265.72,259.93,4.44,"[15.0, 5.5, -2.0, 0.15]",15.0,5.5,-2.0,0.15,False,False,False,False,False,True,False,False,297.63,True,True
EG,Everest Group Ltd. Common Stock,14803786733.0,325168,4,False,2025-02-03,After market close,340.9,True,-0.5,"[-5.0, 5.0, 0.0, 0.0]","[0.29, 0.19, 0.21, 0.31]",0.4,-1.9,1.4,-/-,347.51,344.29,345.27,348.0,341.0,340.9,341.72,351.34,336.5,339.82,342.63,335.34,336.3,343.32,335.95,338.03,340.14,333.05,333.47,340.79,333.27,-0.5,"[-5.0, 5.0, 0.0, 0.0]",-5.0,5.0,0.0,0.0,False,False,True,False,False,False,False,False,340.9,True,False
EVRG,Evergy Inc. Common Stock,15036427114.0,3678096,4,False,2025-02-27,Before market open,68.61,True,2.11,"[5.0, 5.0, -1.5, 0.1]","[0.29, 0.18, 0.18, 0.35]",0.58,-0.71,2.82,+/-,69.1,68.61,68.56,69.9,68.04,69.43,68.91,69.73,68.18,69.52,69.58,68.63,67.7,69.93,67.67,66.97,67.65,66.59,65.73,66.81,65.64,2.11,"[5.0, 5.0, -1.5, 0.1]",5.0,5.0,-1.5,0.1,True,False,True,False,False,False,True,False,68.61,False,False
ES,Eversource Energy (D/B/A) Common Stock,22869704298.0,2201369,4,False,2025-02-11,After market close,60.06,True,3.08,"[5.0, -4.5, -1.5, 8.0]","[0.32, 0.18, 0.18, 0.32]",0.5,-0.71,3.79,+/-,60.49,60.2,61.46,61.64,59.76,60.06,59.72,60.7,58.75,62.5,63.47,59.73,61.54,63.17,61.46,61.51,61.88,60.06,62.7,62.73,61.35,3.08,"[5.0, -4.5, -1.5, 8.0]",5.0,-4.5,-1.5,8.0,True,False,False,False,False,False,True,False,60.06,False,False
EXAS,Exact Sciences Corporation Common Stock,10073251738.0,1768473,5,False,2025-05-01,After market close,52.12,True,4.26,"[10.0, 10.0, 1.0, 0.8]","[0.15, 0.22, 0.26, 0.37]",0.75,14.2,-9.94,+/+,45.64,45.64,47.16,47.58,45.16,52.12,51.55,54.71,49.94,53.33,54.37,50.72,53.99,54.49,52.12,53.28,54.38,52.44,53.06,53.89,52.28,4.26,"[10.0, 10.0, 1.0, 0.8]",10.0,10.0,1.0,0.8,False,False,False,False,False,False,False,False,52.12,True,True
EXEL,Exelixis Inc. Common Stock,10350016021.0,2648755,4,False,2025-02-11,After market close,33.2,True,4.13,"[15.0, 4.0, 1.0, -2.0]","[0.26, 0.18, 0.21, 0.35]",0.5,-0.9,5.03,+/-,33.5,33.38,32.81,33.61,32.4,33.2,32.8,35.37,32.72,34.49,34.6,32.84,35.0,35.29,34.18,34.2,35.37,34.01,35.07,35.46,34.07,4.13,"[15.0, 4.0, 1.0, -2.0]",15.0,4.0,1.0,-2.0,True,False,True,False,True,False,False,False,33.2,False,False
EXC,Exelon Corporation Common Stock,44025850307.0,9911028,4,False,2025-02-12,Before market open,40.88,True,3.75,"[5.0, 2.5, 1.5, 5.0]","[0.23, 0.18, 0.23, 0.36]",0.8,-3.49,7.24,+/-,42.36,40.88,42.89,43.09,40.81,42.87,42.97,43.45,42.54,42.85,43.15,42.74,42.7,42.87,42.38,42.65,42.78,42.21,43.17,43.23,42.46,3.75,"[5.0, 2.5, 1.5, 5.0]",5.0,2.5,1.5,5.0,True,False,True,False,True,False,True,False,40.88,False,False
EXE,Expand Energy Corporation Common Stock,26396679374.0,4011628,4,False,2025-02-26,After market close,101.65,True,4.07,"[10.0, 2.5, -1.5, 5.0]","[0.215, 0.19, 0.235, 0.36]",0.75,-1.21,5.28,+/-,102.89,102.75,102.43,104.15,102.17,101.65,97.76,102.0,97.66,98.88,99.04,96.92,98.35,100.14,97.68,100.7,101.64,96.75,101.64,102.03,98.91,4.07,"[10.0, 2.5, -1.5, 5.0]",10.0,2.5,-1.5,5.0,True,False,True,False,False,False,True,False,101.65,False,False
EXPE,Expedia Group Inc. Common Stock,21260969856.0,3188578,4,False,2025-02-06,After market close,194.72,True,8.71,"[10.0, 6.5, -1.5, 15.0]","[0.26, 0.18, 0.21, 0.35]",0.6,14.72,-6.01,+/+,169.73,169.64,172.57,175.41,169.59,194.72,202.37,205.12,194.06,203.0,207.73,200.05,197.19,202.52,195.4,202.61,203.79,195.99,203.2,204.04,200.82,8.71,"[10.0, 6.5, -1.5, 15.0]",10.0,6.5,-1.5,15.0,False,False,False,False,False,True,False,False,194.72,True,True
EXPD,Expeditors International of Washington Inc. Common Stock,15896930224.0,1809344,4,False,2025-02-18,Before market open,119.07,True,3.04,"[5.0, 5.0, -1.0, 3.0]","[0.26, 0.18, 0.21, 0.35]",0.57,4.77,-1.73,+/+,113.65,119.07,118.03,120.01,112.2,119.77,116.27,119.77,116.06,117.26,117.71,115.55,116.4,117.21,114.15,116.55,117.94,114.81,118.48,119.85,116.89,3.04,"[5.0, 5.0, -1.0, 3.0]",5.0,5.0,-1.0,3.0,False,False,False,False,False,True,False,False,119.07,True,True
EXR,Extra Space Storage Inc Common Stock,31596078072.0,876100,5,False,2025-04-29,After market close,143.45,True,1.19,"[5.0, 3.5, -1.0, -2.0]","[0.275, 0.19, 0.215, 0.32]",0.65,1.09,0.1,+/+,141.91,141.54,141.43,142.29,140.09,143.45,146.52,146.88,141.47,148.28,150.07,145.51,149.56,151.58,148.87,149.38,150.32,148.15,147.22,149.18,147.12,1.19,"[5.0, 3.5, -1.0, -2.0]",5.0,3.5,-1.0,-2.0,False,False,False,False,False,True,False,True,143.45,True,True
XOM,Exxon Mobil Corporation Common Stock,470440173700.0,14244559,4,False,2025-01-31,Before market open,110.55,True,1.26,"[7.5, 5.0, 0.5, -5.0]","[0.26, 0.18, 0.22, 0.34]",0.7,0.89,0.37,+/+,109.57,110.55,106.83,110.55,106.1,106.64,107.09,107.3,105.32,109.96,110.28,106.53,109.88,110.01,109.1,108.43,111.05,107.99,108.89,109.73,108.32,1.26,"[7.5, 5.0, 0.5, -5.0]",7.5,5.0,0.5,-5.0,False,False,False,False,False,False,False,True,110.55,True,True
FFIV,F5 Inc. Common Stock,16100940650.0,348574,4,False,2025-01-28,After market close,307.0,True,3.58,"[7.5, 5.0, -3.0, 5.0]","[0.185, 0.19, 0.235, 0.39]",0.75,16.73,-13.15,+/+,263.01,263.47,269.72,270.03,262.11,307.0,300.46,308.0,277.14,301.48,307.49,299.66,297.26,304.0,296.98,295.19,295.45,287.57,299.78,301.02,293.77,3.58,"[7.5, 5.0, -3.0, 5.0]",7.5,5.0,-3.0,5.0,False,False,False,False,False,True,False,False,307.0,True,True
FMC,FMC Corporation Common Stock,4774030656.0,2371179,3,False,2024-10-29,After market close,63.5,True,4.3,"[5.0, 5.0, 1.5, 5.0]","[0.32, 0.2, 0.2, 0.28]",0.75,3.18,1.12,+/+,61.54,61.66,60.18,61.9,60.13,63.5,66.62,67.27,63.5,64.99,67.75,64.75,63.15,64.97,62.93,63.45,64.72,63.13,63.62,63.65,62.57,4.3,"[5.0, 5.0, 1.5, 5.0]",5.0,5.0,1.5,5.0,False,False,False,False,False,False,False,False,63.5,True,True
FTAI,FTAI Aviation Ltd. Common Stock,11584722936.0,1330448,5,False,2025-04-30,After market close,102.5,True,9.11,"[7.5, 12.0, -2.0, 15.0]","[0.26, 0.18, 0.2, 0.36]",0.65,-6.09,15.2,+/-,109.15,107.0,107.11,108.0,104.52,102.5,86.9,104.55,86.84,89.95,97.19,88.82,100.75,100.82,89.75,108.01,108.71,97.5,110.01,114.61,106.94,9.11,"[7.5, 12.0, -2.0, 15.0]",7.5,12.0,-2.0,15.0,True,False,True,False,False,False,True,False,102.5,False,False
FN,Fabrinet Ordinary Shares,7717564565.0,435020,3,False,2024-11-04,After market close,217.8,True,7.66,"[7.5, 5.0, -1.5, 15.0]","[0.215, 0.185, 0.235, 0.365]",0.75,-10.2,17.86,+/-,242.53,242.6,239.61,248.05,239.09,217.8,230.23,231.53,208.34,246.73,248.38,230.26,262.4,263.05,247.0,271.08,272.12,261.11,270.93,277.38,265.5,7.66,"[7.5, 5.0, -1.5, 15.0]",7.5,5.0,-1.5,15.0,True,False,True,False,False,False,True,False,217.8,False,False
