symbol,company_name,market_cap,latest_volume,cycle,isPurePrediction,release_date,whenInTheDay,end_price(first_available_sell_point),did_end_price_date_calculation_succeed,prediction [%],confidence,actual_price_change [%],digression [%],signComparison(predict/actual),start_price,n_open_price,n_close_price,n_high_price,n_low_price,n+1_open_price,n+1_close_price,n+1_high_price,n+1_low_price,n+2_close_price,n+2_high_price,n+2_low_price,n+3_close_price,n+3_high_price,n+3_low_price,n+4_close_price,n+4_high_price,n+4_low_price,n+5_close_price,n+5_high_price,n+5_low_price,factor_price_change_list,prediction 0 [%],factor_price_change_list_parsed,prediction_by_factor_1,prediction_by_factor_2,prediction_by_factor_3,prediction_by_factor_4,is_false_positive_factor_1,is_false_negative_factor_1,is_false_positive_factor_2,is_false_negative_factor_2,is_false_positive_factor_3,is_false_negative_factor_3,is_false_positive_factor_4,is_false_negative_factor_4,end_price,didWin,didWin_always_buy
EA,Electronic Arts Inc. Common Stock,34127873934.0,4866190,4,False,2025-02-04,After market close,127.04,True,-5.15,0.45,6.1508420795704195,-8.51,-/+,122.91,123.07,121.25,123.24,120.22,127.04,130.47,130.64,125.95,132.0,132.27,128.74,128.6,131.74,127.24,132.09,132.47,129.64,133.35,134.54,130.77,"[-10.0, 5.0, 1.0, -16.0]",-5.15,"[-10.0, 5.0, 1.0, -16.0]",-10.0,5.0,1.0,-16.0,False,True,False,False,False,False,False,True,130.47,False,True
ELV,Elevance Health Inc. Common Stock,89313476057.0,1736839,4,False,2025-01-23,Before market open,404.72,True,2.08,0.65,2.7205487165050024,-1.51,+/+,390.73,404.72,401.36,410.0,389.31,397.16,400.96,402.95,394.83,411.24,415.49,404.26,405.4,412.37,401.83,400.3,406.22,399.71,399.32,400.3,393.25,"[5.5, 5.0, 2.0, -5.0]",2.08,"[5.5, 5.0, 2.0, -5.0]",5.5,5.0,2.0,-5.0,False,False,False,False,False,False,False,True,401.36,True,True
LLY,Eli Lilly and Company Common Stock,828397164726.0,3937894,4,False,2025-02-06,Before market open,839.52,True,5.5,0.67,3.347265430193077,5.82,+/+,842.18,839.52,870.37,887.74,835.61,876.53,878.31,889.36,869.62,868.88,880.0,859.37,865.0,874.19,860.5,872.97,877.78,856.11,871.86,883.5,867.8,"[10.0, 5.0, -5.0, 10.0]",5.5,"[10.0, 5.0, -5.0, 10.0]",10.0,5.0,-5.0,10.0,True,False,True,False,False,False,True,False,870.37,True,True
ERJ,Embraer S.A. Common Stock,7574064250.0,1472785,3,False,2024-11-08,Before market open,35.74,True,6.28,0.85,6.3956793632745885,4.68,+/+,35.18,35.74,37.43,38.47,35.68,38.0,38.83,38.9,37.63,37.56,38.32,36.83,39.18,39.46,38.71,38.2,39.3,38.06,37.92,38.17,37.61,"[8.5, 5.0, -1.0, 10.0]",6.28,"[8.5, 5.0, -1.0, 10.0]",8.5,5.0,-1.0,10.0,False,False,False,False,False,True,False,False,37.43,True,True
EMR,Emerson Electric Company Common Stock,68711215000.0,2334280,4,False,2025-02-05,Before market open,127.03,True,4.2,0.75,-2.294619782285216,4.72,+/-,127.69,127.03,124.76,127.05,122.37,126.08,127.48,128.0,125.02,124.37,128.24,123.79,126.75,126.8,124.85,126.91,127.08,125.5,124.5,125.62,123.9,"[5.0, 5.0, 1.0, 5.0]",4.2,"[5.0, 5.0, 1.0, 5.0]",5.0,5.0,1.0,5.0,True,False,True,False,True,False,True,False,124.76,False,False
ENB,Enbridge Inc Common Stock,90996840000.0,6521947,4,False,2025-02-14,Before market open,45.1,True,0.6,0.65,-5.236523652365242,1.37,+/-,45.45,45.1,43.07,45.35,43.06,43.1,42.75,43.24,41.98,42.31,42.87,42.04,41.98,42.31,41.76,41.78,42.15,41.53,,,,"[3.0, 3.5, -0.5, -5.0]",0.6,"[3.0, 3.5, -0.5, -5.0]",3.0,3.5,-0.5,-5.0,True,False,True,False,False,False,False,False,43.07,False,False
EHC,Encompass Health Corporation Common Stock,9826103221.0,791510,4,False,2025-02-06,After market close,102.36,True,5.28,0.741,-2.2896281800391423,5.12,+/-,102.2,101.73,98.6,102.06,97.88,102.36,99.86,103.83,97.02,98.63,100.08,96.69,99.4,100.96,98.84,98.03,99.16,97.43,100.14,100.16,97.78,"[5.0, 5.0, 1.5, 8.0]",5.28,"[5.0, 5.0, 1.5, 8.0]",5.0,5.0,1.5,8.0,False,False,False,False,False,False,False,False,99.86,False,False
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),1007276018.0,13839821,3,False,2024-11-05,Before market open,4.83,True,-5.1,0.4,-1.4675052410901341,-6.36,-/-,4.77,4.83,4.7,5.2,4.68,4.36,4.72,4.76,4.25,4.8,4.9,4.67,4.65,4.72,4.52,4.43,4.46,4.22,4.52,4.54,4.36,"[-15.0, 5.0, 1.0, -10.0]",-5.1,"[-15.0, 5.0, 1.0, -10.0]",-15.0,5.0,1.0,-10.0,False,True,False,False,False,False,False,True,4.7,True,False
ET,Energy Transfer LP Common Units ,66531258152.0,15631231,4,False,2025-02-11,After market close,19.33,True,2.89,0.7,-2.1901443504231026,6.67,+/-,20.09,20.1,19.81,20.1,19.8,19.33,19.65,19.99,19.26,19.82,19.91,19.55,19.99,20.09,19.74,20.3,20.45,20.07,20.12,20.51,20.05,"[5.0, 5.0, -1.5, 2.5]",2.89,"[5.0, 5.0, -1.5, 2.5]",5.0,5.0,-1.5,2.5,True,False,True,False,False,False,True,False,19.65,False,False
ENPH,Enphase Energy Inc. Common Stock,8590712249.0,3195231,4,False,2025-02-04,After market close,68.5,True,6.95,0.85,2.127992489438272,-0.23,+/+,63.91,65.33,66.25,67.49,64.8,68.5,65.27,69.4,64.02,66.51,68.77,64.74,63.53,66.44,62.32,63.05,64.25,61.7,62.58,65.42,62.32,"[10.0, 5.0, 1.0, 5.0]",6.95,"[10.0, 5.0, 1.0, 5.0]",10.0,5.0,1.0,5.0,False,False,False,False,False,False,False,False,65.27,True,True
ENTG,Entegris Inc. Common Stock,15730782679.0,2379834,4,False,2025-02-06,Before market open,102.44,True,1.76,0.5,5.418671799807503,3.17,+/+,103.9,102.44,109.53,110.46,101.37,109.56,106.52,110.35,106.35,106.73,108.92,105.6,105.74,107.84,104.64,107.77,107.86,104.37,108.85,109.28,107.01,"[7.0, -5.0, 1.0, 7.5]",1.76,"[7.0, -5.0, 1.0, 7.5]",7.0,-5.0,1.0,7.5,True,False,False,False,True,False,True,False,109.53,True,True
EPD,Enterprise Products Partners L.P. Common Stock,72266949366.0,5511569,4,False,2025-02-04,Before market open,32.04,True,3.85,0.74,-0.42257772411711614,7.14,+/-,33.13,32.04,32.99,33.42,31.55,32.94,33.04,33.45,32.87,32.87,33.25,32.69,32.93,33.15,32.63,33.12,33.43,32.99,33.21,33.31,32.83,"[5.0, 4.0, -0.5, 2.5]",3.85,"[5.0, 4.0, -0.5, 2.5]",5.0,4.0,-0.5,2.5,True,False,True,False,False,False,True,False,32.99,False,False
EFX,Equifax Inc. Common Stock,29504298130.0,849908,4,False,2025-02-06,Before market open,254.83,True,-2.59,0.3,-8.418754394404775,3.11,-/-,270.23,254.83,247.48,260.05,245.66,249.18,248.28,250.06,245.26,252.9,254.28,245.77,253.0,253.22,248.66,254.36,255.4,247.56,250.87,257.25,249.92,"[-5.0, -3.0, 0.0, -0.5]",-2.59,"[-5.0, -3.0, 0.0, -0.5]",-5.0,-3.0,0.0,-0.5,False,False,False,False,False,False,False,False,247.48,True,False
EQIX,Equinix Inc. Common Stock REIT,89514298358.0,664088,4,False,2025-02-12,After market close,899.0,True,-0.47,0.54,-2.1872748081895623,4.26,-/-,943.64,923.47,935.2,941.93,923.47,899.0,923.0,924.62,890.0,933.6,953.41,921.34,931.9,939.16,907.34,939.08,939.72,924.65,940.25,940.8,927.03,"[3.5, 5.0, -2.0, -7.07]",-0.47,"[3.5, 5.0, -2.0, -7.07]",3.5,5.0,-2.0,-7.07,True,False,True,False,False,False,False,False,923.0,True,False
EQNR,Equinor ASA,68435598267.0,3619596,4,False,2025-02-05,Before market open,23.87,True,3.45,0.743,-5.367231638418087,7.12,+/-,24.78,23.87,23.45,24.01,23.35,23.95,23.06,24.0,22.9,23.55,23.84,23.33,24.55,24.62,24.14,24.67,25.04,24.65,23.27,24.16,22.92,"[5.0, 4.5, 1.5, 2.0]",3.45,"[5.0, 4.5, 1.5, 2.0]",5.0,4.5,1.5,2.0,True,False,True,False,True,False,True,False,23.45,False,False
EQH,Equitable Holdings Inc. Common Stock,16096142906.0,2632152,4,False,2025-02-05,After market close,52.14,True,1.85,0.7,-1.8591549295774685,3.93,+/-,53.25,53.25,53.5,53.67,52.92,52.14,52.26,53.63,51.36,53.65,53.92,52.25,53.69,54.26,52.74,53.73,54.04,52.63,53.65,53.99,53.3,"[5.0, 2.5, -2.0, 1.5]",1.85,"[5.0, 2.5, -2.0, 1.5]",5.0,2.5,-2.0,1.5,True,False,True,False,False,False,True,False,52.26,False,False
ELS,Equity Lifestyle Properties Inc. Common Stock,12618801443.0,1454517,4,False,2025-01-27,After market close,68.75,True,1.57,0.45,-0.9222073479101658,-0.69,+/-,67.23,68.0,69.32,69.99,67.69,68.75,66.61,69.19,66.46,65.26,67.25,64.8,65.16,66.21,64.73,65.45,66.4,64.97,65.29,65.93,64.22,"[6.0, -5.0, -1.5, 15.0]",1.57,"[6.0, -5.0, -1.5, 15.0]",6.0,-5.0,-1.5,15.0,False,False,False,True,False,True,False,False,66.61,False,False
EQR,Equity Residential Common Shares of Beneficial Interest,27171705901.0,1115047,4,False,2025-02-03,After market close,70.5,True,-1.91,0.5,-0.01415828967859395,-1.73,-/-,70.63,70.09,70.33,70.66,69.09,70.5,70.62,71.39,69.11,71.93,72.3,70.72,72.12,72.57,71.71,71.33,72.44,70.96,70.91,71.22,69.97,"[-2.0, -3.0, -3.0, -0.05]",-1.91,"[-2.0, -3.0, -3.0, -0.05]",-2.0,-3.0,-3.0,-0.05,False,False,False,False,False,False,False,False,70.62,True,False
ERIC,Ericsson American Depositary Shares,26452240224.0,10823457,4,False,2025-01-24,Before market open,7.98,True,0.1,0.55,-14.382022471910114,10.44,+/-,8.9,7.98,7.62,8.02,7.61,7.81,7.73,7.97,7.66,7.7,7.78,7.62,7.59,7.71,7.55,7.72,7.76,7.67,7.49,7.59,7.46,"[5.0, 5.0, 0.5, -11.0]",0.1,"[5.0, 5.0, 0.5, -11.0]",5.0,5.0,0.5,-11.0,True,False,True,False,True,False,False,False,7.62,False,False
ESNT,Essent Group Ltd. Common Shares,5832432621.0,1251707,4,False,2025-02-14,Before market open,56.83,True,2.31,0.7265625,-2.590226213089277,4.18,+/-,57.91,56.83,56.41,58.58,56.27,56.26,56.31,57.17,56.0,55.84,56.33,55.22,56.09,56.3,55.59,56.17,56.8,56.1,,,,"[5.0, 4.5, 1.0, -1.5]",2.31,"[5.0, 4.5, 1.0, -1.5]",5.0,4.5,1.0,-1.5,True,False,True,False,True,False,False,False,56.41,False,False
ESS,Essex Property Trust Inc. Common Stock,18942198529.0,456277,4,False,2025-02-04,After market close,283.0,True,4.48,0.62,4.008579767221082,4.97,+/+,284.39,284.02,287.14,287.96,281.11,283.0,295.79,297.26,282.87,298.07,300.34,295.5,292.14,299.66,291.55,291.21,292.7,286.82,291.59,291.62,287.71,"[8.5, 3.5, -1.0, 4.5]",4.48,"[8.5, 3.5, -1.0, 4.5]",8.5,3.5,-1.0,4.5,True,False,True,False,False,False,True,False,295.79,True,True
EL,Estee Lauder Companies Inc. (The) Common Stock,25827568951.0,3564147,4,False,2025-02-04,Before market open,76.5,True,-2.25,0.5,-16.06862389754742,5.33,-/-,82.77,76.5,69.47,77.11,66.59,69.0,65.94,69.01,65.05,64.26,66.99,64.1,65.03,65.65,63.92,68.71,69.2,66.04,70.71,70.87,68.51,"[-7.0, 5.0, 2.5, -5.0]",-2.25,"[-7.0, 5.0, 2.5, -5.0]",-7.0,5.0,2.5,-5.0,False,False,True,False,True,False,False,False,69.47,True,False
ETSY,Etsy Inc. Common Stock,5488528558.0,5002308,4,False,2025-02-19,Before market open,54.0,True,-3.8,0.41,-10.054110665037525,1.94,-/-,57.29,54.0,51.53,54.25,50.75,51.45,51.4,53.41,50.51,51.26,52.34,49.88,,,,,,,,,,"[-10.0, 8.0, 2.0, -5.0]",-3.8,"[-10.0, 8.0, 2.0, -5.0]",-10.0,8.0,2.0,-5.0,False,False,True,False,True,False,False,False,51.53,True,False
EVR,Evercore Inc. Class A Common Stock,9522146693.0,732173,4,False,2025-02-05,Before market open,297.63,True,6.08,0.75,0.7813328619409508,0.85,+/+,282.85,297.63,285.06,297.63,280.57,287.99,285.37,289.73,283.05,275.51,282.82,274.83,272.19,276.29,268.84,265.57,270.02,262.17,265.53,265.72,259.93,"[10.0, 8.0, -2.0, 5.0]",6.08,"[10.0, 8.0, -2.0, 5.0]",10.0,8.0,-2.0,5.0,False,False,False,False,False,True,False,False,285.06,True,True
EG,Everest Group Ltd. Common Stock,14489800147.0,407837,4,False,2025-02-03,After market close,340.9,True,4.05,0.75,-1.6661391039106683,5.95,+/-,347.51,344.29,345.27,348.0,341.0,340.9,341.72,351.34,336.5,339.82,342.63,335.34,336.3,343.32,335.95,338.03,340.14,333.05,333.47,340.79,333.27,"[10.0, 5.0, 1.0, 5.0]",4.05,"[10.0, 5.0, 1.0, 5.0]",10.0,5.0,1.0,5.0,True,False,True,False,True,False,True,False,341.72,False,False
EVRG,Evergy Inc. Common Stock,15652178198.0,2284252,3,False,2024-11-07,Before market open,60.46,True,-1.3,0.52,0.5792783846408497,-1.37,-/+,60.42,60.46,60.77,61.4,59.76,60.6,61.86,61.91,60.48,62.62,63.08,61.67,63.02,63.41,62.54,62.72,63.24,62.19,62.15,62.8,62.06,"[-5.0, 3.5, 2.0, -3.0]",-1.3,"[-5.0, 3.5, 2.0, -3.0]",-5.0,3.5,2.0,-3.0,False,True,False,False,False,False,False,True,60.77,False,True
ES,Eversource Energy (D/B/A) Common Stock,23243167351.0,3830695,4,False,2025-02-11,After market close,60.06,True,4.06,0.5,-1.2729376756488726,4.77,+/-,60.49,60.2,61.46,61.64,59.76,60.06,59.72,60.7,58.75,62.5,63.47,59.73,61.54,63.17,61.46,61.51,61.88,60.06,62.7,62.73,61.35,"[10.0, -5.0, 1.5, 4.5]",4.06,"[10.0, -5.0, 1.5, 4.5]",10.0,-5.0,1.5,4.5,True,False,False,False,True,False,True,False,59.72,False,False
EXAS,Exact Sciences Corporation Common Stock,9150311300.0,3339550,4,False,2025-02-19,After market close,48.0,True,-1.57,0.45,-0.24178924037881228,1.71,-/-,49.63,49.57,50.48,51.35,49.25,48.0,49.51,49.72,45.94,49.26,50.98,48.76,,,,,,,,,,"[-15.0, 10.0, 1.0, -0.1]",-1.57,"[-15.0, 10.0, 1.0, -0.1]",-15.0,10.0,1.0,-0.1,False,False,True,False,True,False,False,False,49.51,True,False
EXEL,Exelixis Inc. Common Stock,10313631433.0,3490737,4,False,2025-02-11,After market close,33.2,True,5.35,0.85,-2.0895522388059784,6.25,+/-,33.5,33.38,32.81,33.61,32.4,33.2,32.8,35.37,32.72,34.49,34.6,32.84,35.0,35.29,34.18,34.2,35.37,34.01,35.07,35.46,34.07,"[7.5, 5.0, 1.0, 6.7]",5.35,"[7.5, 5.0, 1.0, 6.7]",7.5,5.0,1.0,6.7,True,False,True,False,True,False,True,False,32.8,False,False
EXC,Exelon Corporation Common Stock,43616372442.0,13604617,4,False,2025-02-12,Before market open,40.88,True,4.55,0.7,1.2511803588290868,8.04,+/+,42.36,40.88,42.89,43.09,40.81,42.87,42.97,43.45,42.54,42.85,43.15,42.74,42.7,42.87,42.38,42.65,42.78,42.21,43.17,43.23,42.46,"[8.0, 3.5, -1.0, 5.0]",4.55,"[8.0, 3.5, -1.0, 5.0]",8.0,3.5,-1.0,5.0,True,False,True,False,False,False,True,False,42.89,True,True
EXE,Expand Energy Corporation Common Stock,24059963135.0,4336089,3,False,2024-10-29,After market close,85.5,True,7.12,0.7,4.035398230088497,6.24,+/+,84.75,85.31,85.22,85.37,84.5,85.5,88.17,89.87,85.5,84.21,88.76,84.15,83.16,85.4,82.6,85.33,85.93,82.92,86.15,86.63,84.54,"[15.0, 5.5, 3.5, -1.0]",7.12,"[15.0, 5.5, 3.5, -1.0]",15.0,5.5,3.5,-1.0,False,False,False,False,False,False,False,True,88.17,True,True
EXPE,Expedia Group Inc. Common Stock,25360360734.0,2559552,4,False,2025-02-06,After market close,194.72,True,1.9,0.7,19.230542626524493,-12.82,+/+,169.73,169.64,172.57,175.41,169.59,194.72,202.37,205.12,194.06,203.0,207.73,200.05,197.19,202.52,195.4,202.61,203.79,195.99,203.2,204.04,200.82,"[5.0, 3.5, 3.5, -5.0]",1.9,"[5.0, 3.5, 3.5, -5.0]",5.0,3.5,3.5,-5.0,False,False,False,False,False,False,False,True,202.37,True,True
EXPD,Expeditors International of Washington Inc. Common Stock,16293191384.0,2811278,4,False,2025-02-18,Before market open,119.07,True,2.32,0.6,3.853937527496696,-2.45,+/+,113.65,119.07,118.03,120.01,112.2,119.77,116.27,119.77,116.06,117.26,117.71,115.55,116.4,117.21,114.15,,,,,,,"[5.0, 2.5, 2.0, 5.0]",2.32,"[5.0, 2.5, 2.0, 5.0]",5.0,2.5,2.0,5.0,False,False,False,False,False,False,False,False,118.03,True,True
EXR,Extra Space Storage Inc Common Stock,33058837586.0,1124676,3,False,2024-10-29,After market close,162.95,True,3.58,0.65,-1.6289592760180927,5.27,+/-,165.75,164.82,163.92,166.26,163.34,162.95,163.05,167.22,162.01,161.63,165.26,160.74,159.48,163.57,159.47,161.85,162.05,159.47,166.81,166.97,159.92,"[5.5, 4.15, 3.5, -0.05]",3.58,"[5.5, 4.15, 3.5, -0.05]",5.5,4.15,3.5,-0.05,True,False,True,False,True,False,False,False,163.05,False,False
XOM,Exxon Mobil Corporation Common Stock,480299773316.0,14677948,4,False,2025-01-31,Before market open,109.57,True,2.51,0.65,-2.5046040515653765,1.62,+/-,108.6,109.57,105.88,109.57,105.16,105.69,106.14,106.35,104.39,108.99,109.3,105.59,108.91,109.03,108.13,107.47,110.07,107.03,107.92,108.76,107.36,"[8.5, 5.0, 1.5, -5.0]",2.51,"[8.5, 5.0, 1.5, -5.0]",8.5,5.0,1.5,-5.0,False,False,False,False,False,False,False,True,105.88,False,False
FFIV,F5 Inc. Common Stock,17039700783.0,467933,4,False,2025-01-28,After market close,307.0,True,6.8,0.85,14.239002319303445,-9.93,+/+,263.01,263.47,269.72,270.03,262.11,307.0,300.46,308.0,277.14,301.48,307.49,299.66,297.26,304.0,296.98,295.19,295.45,287.57,299.78,301.02,293.77,"[10.0, 3.5, 3.0, 5.0]",6.8,"[10.0, 3.5, 3.0, 5.0]",10.0,3.5,3.0,5.0,False,False,False,False,False,False,False,False,300.46,True,True
FMC,FMC Corporation Common Stock,4774961012.0,2476130,4,False,2025-02-04,After market close,35.92,True,-11.25,0.3,-34.59577567370721,23.35,-/-,54.92,55.08,54.04,55.21,53.75,35.92,35.92,36.91,34.0,35.66,36.97,35.63,34.54,35.06,33.8,35.1,35.28,34.24,36.45,36.92,34.77,"[-15.0, 7.5, 0.0, -30.0]",-11.25,"[-15.0, 7.5, 0.0, -30.0]",-15.0,7.5,0.0,-30.0,False,False,True,False,False,False,False,False,35.92,True,False
FTAI,FTAI Aviation Ltd. Common Stock,13260698991.0,3870497,3,False,2024-10-30,After market close,138.23,True,-10.75,0.35,-6.272263742404129,-7.31,-/-,143.17,140.69,145.03,145.57,139.97,138.23,134.19,143.72,127.0,142.2,149.14,141.37,137.3,142.53,135.9,138.88,139.18,133.25,148.74,149.15,143.26,"[-15.0, 5.0, -2.5, -24.0]",-10.75,"[-15.0, 5.0, -2.5, -24.0]",-15.0,5.0,-2.5,-24.0,False,False,True,False,False,False,False,False,134.19,True,False
FN,Fabrinet Ordinary Shares,7986098897.0,495615,4,False,2025-02-03,After market close,205.66,True,4.44,0.85,-4.199620739096255,9.32,+/-,216.21,205.01,225.6,227.95,205.0,205.66,207.13,215.74,197.76,213.8,220.06,206.6,220.84,221.16,210.85,212.06,220.86,209.29,210.89,215.52,207.47,"[5.0, 5.0, 5.0, 3.0]",4.44,"[5.0, 5.0, 5.0, 3.0]",5.0,5.0,5.0,3.0,True,False,True,False,True,False,True,False,207.13,False,False
FICO,Fair Isaac Corporation Common Stock,41464684319.0,157615,4,False,2025-02-04,After market close,1649.34,True,-2.3,0.4,1.0853629182257774,7.47,-/+,1827.96,1816.63,1809.7,1829.67,1791.99,1649.34,1847.8,1890.34,1610.4,1887.3,1892.2,1841.2,1858.86,1889.08,1813.13,1857.35,1875.0,1851.86,1797.17,1861.27,1790.16,"[-15.0, 5.0, 0.0, -5.0]",-2.3,"[-15.0, 5.0, 0.0, -5.0]",-15.0,5.0,0.0,-5.0,False,False,True,False,False,False,False,False,1847.8,False,True
FAST,Fastenal Company Common Stock,42880325465.0,3347592,4,False,2025-01-17,Before market open,75.89,True,3.49,0.65,1.7487220877051346,1.4,+/+,74.34,75.89,75.64,76.51,72.1,75.78,75.65,77.27,75.46,75.17,76.19,75.14,75.03,75.65,74.56,75.1,75.75,74.73,75.83,75.87,74.69,"[5.0, 4.5, 1.5, -1.5]",3.49,"[5.0, 4.5, 1.5, -1.5]",5.0,4.5,1.5,-1.5,False,False,False,False,False,False,False,True,75.64,True,True
FDX,FedEx Corporation Common Stock,61221814777.0,4330384,3,False,2024-12-19,After market close,294.0,True,5.39,0.72,0.9408405330209375,-2.24,+/+,273.16,274.52,275.88,278.48,273.19,294.0,275.73,295.24,270.9,269.01,275.11,265.09,271.84,272.53,267.6,278.66,280.3,270.3,280.36,281.6,276.54,"[10.0, 4.43, 0.0, 5.0]",5.39,"[10.0, 4.43, 0.0, 5.0]",10.0,4.43,0.0,5.0,False,False,False,False,False,False,False,False,275.73,True,True
FRT,Federal Realty Investment Trust Common Stock,8932204010.0,620862,4,False,2025-02-13,After market close,111.5,True,1.74,0.6,-4.993215739484393,0.88,+/-,110.55,110.5,111.82,111.82,110.19,111.5,105.03,111.5,104.74,104.71,105.21,103.66,105.01,105.75,104.14,104.53,105.14,103.88,104.25,105.01,103.65,"[3.5, 5.2, 0.5, -2.5]",1.74,"[3.5, 5.2, 0.5, -2.5]",3.5,5.2,0.5,-2.5,False,False,False,False,False,False,False,True,105.03,False,False
FERG,Ferguson Enterprises Inc. Common Stock,35446234032.0,1573431,1,False,2024-12-10,Before market open,194.81,True,0.69,0.55,-10.474828111300823,10.79,+/-,216.71,194.81,194.01,202.04,190.5,194.01,192.75,196.35,191.1,189.45,194.1,189.38,186.6,189.42,185.74,184.81,187.23,184.12,184.17,185.04,182.62,"[5.0, -5.0, -1.5, 1.5]",0.69,"[5.0, -5.0, -1.5, 1.5]",5.0,-5.0,-1.5,1.5,True,False,False,False,False,False,True,False,194.01,False,False
RACE,Ferrari N.V. Common Shares,122711546800.0,282928,4,False,2025-02-04,Before market open,453.68,True,4.16,0.75,7.077912994824455,-1.61,+/+,428.94,453.68,459.3,470.16,453.58,460.41,464.19,465.07,457.51,461.56,464.31,459.89,446.44,454.6,446.13,460.8,461.19,453.55,474.96,477.0,466.0,"[8.0, 4.5, 0.0625, 5.0]",4.16,"[8.0, 4.5, 0.0625, 5.0]",8.0,4.5,0.0625,5.0,False,False,False,False,False,False,False,False,459.3,True,True
FIS,Fidelity National Information Services Inc. Common Stock,36998957282.0,5688716,4,False,2025-02-11,Before market open,72.0,True,-6.28,0.4,-11.492862327607066,6.62,-/-,82.66,72.0,73.16,75.18,67.55,71.71,72.58,73.66,71.71,70.53,72.88,70.23,68.98,70.9,68.68,69.67,70.35,69.01,69.42,69.74,68.65,"[-5.0, 3.5, 1.5, -17.0]",-6.28,"[-5.0, 3.5, 1.5, -17.0]",-5.0,3.5,1.5,-17.0,False,False,True,False,True,False,False,False,73.16,True,False
FITB,Fifth Third Bancorp Common Stock,28752897219.0,4726728,4,False,2025-01-21,Before market open,44.95,True,1.73,0.4,1.1727559765448714,0.35,+/+,44.34,44.95,44.86,45.31,43.93,44.29,43.93,44.38,43.07,43.85,44.45,43.69,44.18,44.46,43.4,44.96,44.98,44.25,44.78,45.09,44.52,"[8.0, 5.0, -0.1, -5.0]",1.73,"[8.0, 5.0, -0.1, -5.0]",8.0,5.0,-0.1,-5.0,False,False,False,False,False,True,False,True,44.86,True,True
FCNCA,First Citizens BancShares Inc. Class A Common Stock,28667972629.0,72498,4,False,2025-01-24,Before market open,2315.61,True,-5.58,0.4,0.3839403741952465,-10.05,-/+,2216.49,2315.61,2225.0,2412.93,2223.04,2183.95,2182.3,2217.0,2162.3,2179.18,2197.59,2119.24,2199.94,2222.51,2175.4,2218.3,2231.7,2202.79,2204.69,2245.34,2202.7,"[15.0, 5.0, -50.0, 3.5]",-5.58,"[15.0, 5.0, -50.0, 3.5]",15.0,5.0,-50.0,3.5,False,False,False,False,False,True,False,False,2225.0,False,True
FHN,First Horizon Corporation Common Stock,11042779560.0,8457065,4,False,2025-01-16,Before market open,21.0,True,17.82,0.75,-0.3740065451145481,19.64,+/-,21.39,21.0,21.31,21.62,20.37,21.28,21.56,21.62,21.12,21.41,21.82,21.4,20.99,21.46,20.99,20.91,21.21,20.82,21.08,21.31,20.72,"[10.0, 5.0, -0.5, 47.0]",17.82,"[10.0, 5.0, -0.5, 47.0]",10.0,5.0,-0.5,47.0,True,False,True,False,False,False,True,False,21.31,False,False
AG,First Majestic Silver Corp. Ordinary Shares (Canada),1673919161.0,25372850,4,False,2025-02-20,Before market open,5.4,True,-3.25,0.5,7.262569832402228,-3.81,-/+,5.37,5.4,5.76,5.81,5.32,5.67,5.55,5.78,5.5,,,,,,,,,,,,,"[-15.0, 8.5, 0.5, -5.0]",-3.25,"[-15.0, 8.5, 0.5, -5.0]",-15.0,8.5,0.5,-5.0,False,True,False,False,False,False,False,True,5.76,False,True
FSLR,First Solar Inc. Common Stock,16641053862.0,3874979,3,False,2024-10-29,After market close,187.63,True,4.2,0.6,-3.6726332731795353,12.69,+/-,205.03,206.42,199.67,206.8,198.69,187.63,197.5,201.31,183.68,194.48,202.34,194.17,204.94,206.02,195.69,212.28,221.2,209.4,215.89,216.0,205.63,"[5.0, 7.5, -1.5, 5.0]",4.2,"[5.0, 7.5, -1.5, 5.0]",5.0,7.5,-1.5,5.0,True,False,True,False,False,False,True,False,197.5,False,False
FE,FirstEnergy Corp. Common Stock,24372446099.0,7878650,3,False,2024-10-29,After market close,42.17,True,3.75,0.78,-3.4595605423094997,5.16,+/-,42.78,42.46,41.94,42.56,41.9,42.17,41.3,42.17,41.02,40.96,41.49,40.94,40.87,41.2,40.67,40.69,40.99,40.48,41.03,41.08,40.43,"[5.0, 4.5, 0.1, 4.3]",3.75,"[5.0, 4.5, 0.1, 4.3]",5.0,4.5,0.1,4.3,True,False,True,False,True,False,True,False,41.3,False,False
FI,Fiserv Inc. Common Stock,132182578890.0,4404081,4,False,2025-02-05,Before market open,224.41,True,5.1,0.85,7.146858369900104,0.34,+/+,214.22,224.41,229.53,231.61,221.7,229.5,231.24,232.25,228.27,230.06,233.26,229.79,230.65,231.5,229.03,229.89,230.59,228.37,227.73,229.64,226.35,"[8.0, 3.5, 3.0, 5.0]",5.1,"[8.0, 3.5, 3.0, 5.0]",8.0,3.5,3.0,5.0,False,False,False,False,False,False,False,False,229.53,True,True
